id;bairro;id_cidade;latitude;longitude
18350;Jardim Nova Esperança;509;-23.52927000;-47.47763000
18351;Vila Esperança;509;-23.47958000;-47.46811000
18352;Além Linha;509;-23.52170000;-47.43278000
18353;Jardim Humberto de Campos;509;-23.49926000;-47.48683000
18354;Jardim Liberdade;509;-23.48562000;-47.47811000
18355;Jardim Sônia Maria;509;-23.47079000;-47.47812000
18356;Jardim Ana Maria;509;-23.48518000;-47.47549000
18357;Vila Santa Francisca;509;-23.48603000;-47.47569000
18358;Jardim Celisa Maria;509;-23.48683000;-47.47358000
18359;Terra Vermelha;509;-23.48032000;-47.48234000
18360;Jardim Imperial;509;-23.44115000;-47.36828000
18361;Vila Godoy;509;-23.48550000;-47.48088000
18362;Vila Angélica;509;-23.46828000;-47.51274000
18363;Jardim Nogueira;509;-23.47880000;-47.49374000
18364;Vila Louzada;509;-20.90389000;-49.26979000
18365;Vila Elza;509;-23.48241000;-47.48361000
18366;Vila da Fonte;509;-23.47948000;-47.47993000
18367;Vila Ana Maria;509;-23.48436000;-47.47803000
18368;Lopes de Oliveira;509;-23.47207000;-47.50477000
18369;Jardim Lopes Oliveira;509;-23.40680000;-47.37945000
18370;Jardim Marli;509;-23.46828000;-47.51274000
18371;Vila Santa Clara;509;-23.47626000;-47.49652000
18372;Jardim Camila;509;-23.48314000;-47.49365000
18373;Vila Aeroporto;509;-23.48715000;-47.49275000
18374;Jardim Cambará;509;-22.70612000;-47.63562000
18375;Jardim Marize;509;-23.48513000;-47.49119000
18376;Jardim Celeste;509;-23.48258000;-47.49588000
18377;Jardim Aeroporto;509;-23.48662000;-47.49261000
18378;Jardim Nova Sorocaba;509;-23.47895000;-47.40608000
18379;Vila Eros;509;-23.48277730;-47.49247090
18380;Vila Helena;509;-23.47403000;-47.50702000
18381;Jardim Sueli;509;-23.47929000;-47.49747000
18382;Jardim Tupinambá;509;-23.48013000;-47.49774000
18383;Jardim Francini;509;-23.47967000;-47.49980000
18384;Jardim Marcelo Augusto;509;-23.47678000;-47.50350000
18385;Jardim Henrique;509;-23.47296000;-47.50165000
18386;Jardim Debora;509;-23.47433000;-47.50480000
18387;Jardim Itapemirim;509;-23.44191000;-47.50399000
18388;Vila Nova Sorocaba;509;-23.47020000;-47.48856000
18389;Vila Tortelli;509;-23.47959000;-47.47467000
18390;Jardim Planalto;509;-23.46981000;-47.49185000
18391;Jardim Tortelli;509;-23.47882000;-47.47561000
18392;Vila Guilherme;509;-23.48168000;-47.47597000
18393;Vila Pereira De Souza;509;-23.39337000;-47.37650000
18394;Jardim Ipanema;509;-23.47776000;-47.48572000
18395;Vila Leopoldina;509;-23.47547000;-47.47968000
18396;Jardim Marnilda;509;-23.47416000;-47.47901000
18397;Vila Carol;509;-23.47383000;-47.47735000
18398;Vila São Jorge;509;-23.47177000;-47.47781000
18399;Jardim Edgar Marques;509;-23.47554000;-47.48307000
18400;Recreio Marajoara;509;-23.47655000;-47.48331000
18401;Residencial Bosque Ipanema;509;-23.45485000;-47.51202000
18402;Vila Nicanor Marques;509;-23.47900000;-47.48493000
18403;Jardim Novo Horizonte;509;-23.46738000;-47.48631000
18404;Jardim Golden Park Residencial;509;-23.45008000;-47.50851000
18405;Condomínio Golden Park Residence;509;-23.44563000;-47.50612000
18406;Jardim Nova Ipanema;509;-23.46130360;-47.49624080
18407;Recreio dos Sorocabanos;509;-23.45953000;-47.49853000
18408;Jardim Novo Ipanema;509;-23.45936000;-47.49543000
18409;Loteamento Dinorá Rosa;509;-23.48194000;-47.47100000
18410;Jardim Botucatu;509;-23.44701000;-47.45807000
18411;Ipanema Ville;509;-23.46086000;-47.51178000
18412;Jardim Itapuã;509;-23.46824000;-47.50225000
18413;Jardim Luciana Maria;509;-23.46769000;-47.50485000
18414;Jardim Marco Antônio;509;-23.46830000;-47.44216000
18415;Jardim Santa Helena;509;-23.46853000;-47.50346000
18416;Jardim Rodrigo;509;-23.47198000;-47.50769000
18417;Jardim Nápoli;509;-23.45816000;-47.49314000
18418;Jardim Santa Rosa;509;-23.42657000;-47.50663000
18419;Jardim Betânia;509;-23.45998000;-47.50641000
18420;Jardim Sol Nascente;509;-23.46530000;-47.51056000
18421;Jardim Califórnia;509;-23.43622000;-47.47589000
18422;Jardim das Flores;509;-23.46275000;-47.49654000
18423;Parque São Bento;509;-23.43853000;-47.50755000
18424;Jardim Residencial das Dálias;509;-23.43844000;-47.51512000
18425;Vila Bom Jesus;509;-23.44053000;-47.53719000
18426;Cruz De Ferro;509;-23.48194000;-47.47100000
18427;Jardim Residencial Villagio Ipanema II;509;-23.43897000;-47.51551000
18428;Jardim Golden Park Residence II;509;-23.44397000;-47.50928000
18429;Chácara Recanto Silvestre;509;-23.50580000;-47.45597000
18430;Caguassu;509;-23.40534000;-47.51258000
18431;Recanto dos Juritis;509;-23.43619420;-47.47780140
18432;Jardim Carandá;509;-23.50580000;-47.45597000
18433;Altos de Ipanema;509;-23.46525000;-47.48001000
18434;Jardim Residencial Villagio Ipanema I;509;-23.49905000;-47.50313000
18435;Jardim Santa Marta;509;-23.50580000;-47.45597000
18436;Jardim Reserva Ipanema;509;-23.49815000;-47.52420000
18437;Jardim Cruz de Ferro;509;-23.49241000;-47.42701000
18438;Jardim Residencial Vale Verde;509;-23.50580000;-47.45597000
18439;Jardim Vale do Lago Residencial;509;-23.55521000;-46.36091000
18440;Jardim Dacha Sorocaba;509;-23.39227000;-47.51969000
18441;Vila Gomes;509;-23.48285000;-47.47056000
18442;Jardim Los Angeles;509;-23.46691000;-47.48149000
18443;Jardim Altos do Itavuvu;509;-23.46434000;-47.48097000
18444;Jardim Altos Itavuvu;509;-23.46377000;-47.48171000
18445;Jardim Pacaembu;509;-23.46047000;-47.48467000
18446;Vila Teodolinda;509;-23.46095000;-47.48042000
18447;Vila Terron;509;-23.46000910;-47.48093480
18448;Jardim Real;509;-23.46010510;-47.48292740
18449;Jardim Maria Eugênia;509;-23.47389000;-47.47319000
18450;Jardim Flamboyant;509;-23.46475000;-47.48345000
18451;Jardim São Guilherme;509;-23.44675000;-47.49092000
18452;Jardim Santo Amaro;509;-23.44672000;-47.49176000
18453;Horto Florestal;509;-23.44396000;-47.50330000
18454;Vila Olímpia;509;-23.47933000;-47.47346000
18455;Vila Primavera;509;-23.47919000;-47.46894000
18456;Vila Acácia Marina;509;-23.47783100;-47.47184360
18457;Vila Guimarães;509;-23.47727000;-47.47347000
18458;Vila Cássia Maria;509;-23.47813000;-47.47249000
18459;Vila Josefina;509;-23.47245000;-47.47515000
18460;Jardim Nair;509;-23.47399000;-47.47355000
18461;Jardim Paraná;509;-23.47080000;-47.47587000
18462;Jardim Avore Pilungo;509;-23.55799000;-46.40310000
18463;Vila Sônia;509;-23.48139000;-47.46765000
18464;Vila Almeida;509;-23.50144000;-47.43341000
18465;Jardim Hungares;509;-23.48190000;-47.41493000
18466;Vila Fiori;509;-23.47680000;-47.46833000
18467;Jardim Ferreira;509;-23.48102000;-47.46092000
18468;Jardim Siriema;509;-23.49183000;-47.46405000
18469;Vila Adélia;509;-23.48335000;-47.45855000
18470;Jardim Brasilândia;509;-23.47391000;-47.45854000
18471;Vila Odin;509;-23.48317000;-47.45436000
18472;Jardim Santa Cecília;509;-23.45922000;-47.48014000
18473;Jardim Maria Antônia Prado;509;-23.45945010;-47.47403890
18474;Parque das Laranjeiras;509;-23.45417000;-47.48182000
18475;Vila Formosa;509;-23.46579000;-47.47545000
18476;Jardim São Conrado;509;-23.46189000;-47.47154000
18477;Jardim São Lourenzo;509;-23.46451000;-47.47079000
18478;Jardim Sao Matheus;509;-23.46165000;-47.47180000
18479;Jardim Guadalupe;509;-23.46293000;-47.46549000
18480;Vila Mineirão;509;-23.46612000;-47.46723000
18481;Jardim Botanico;509;-23.46802000;-47.46730000
18482;Vila Fleury;509;-23.47695000;-47.46752000
18483;Jardim Maria Cristina;509;-23.46828000;-47.47065000
18484;Jardim Atílio Silvano;509;-23.45795000;-47.47794000
18485;Jardim Guaíba;509;-23.45941000;-47.47351000
18486;Jardim Santo André;509;-23.45912000;-47.47192000
18487;Jardim Montevidéo;509;-23.45760000;-47.46398000
18488;Jardim do Carmo;509;-23.45122000;-47.46917000
18489;Jardim Josane;509;-23.46973000;-47.50311000
18490;Jardim Santa Claudia;509;-23.45067000;-47.47553000
18491;Jardim Claudia II;509;-23.45081000;-47.47383000
18492;Jardim Casa Branca;509;-23.44989000;-47.47182000
18493;Jardim Claudia I;509;-23.45027000;-47.47691000
18494;Jardim Santa Paula II;509;-23.43286000;-47.46021000
18495;Jardim Santa Marina Ii;509;-23.44808000;-47.46997000
18496;Jardim São Camilo;509;-23.50180000;-47.51084000
18497;Jardim Residencial Vivenda do Itavuvu;509;-23.44902000;-47.48186000
18498;Conjunto Habitacional Doutor Ulisses Guimarães;509;-23.48564000;-47.45067000
18499;Jardim Santa Paula;509;-23.44415000;-47.47646000
18500;Jardim Santa Luiza;509;-23.44104000;-47.47793000
18501;Parque Vitória Régia;509;-23.49068000;-47.46504000
18502;Jardim S Carvalho;509;-23.47018000;-47.50291000
18503;Parue Das Paineiras;509;-23.43801000;-47.47352000
18504;Jardim Maria Elvira;509;-23.42296000;-47.45871000
18505;Jardim Cardoso;509;-23.42499000;-47.45426000
18506;Santa Marina I;509;-23.40653000;-47.37893000
18507;Jardim Santa Marina I;509;-23.43787000;-47.46982000
18508;Parque das Paineiras;509;-23.44169000;-47.47322000
18509;Jardim Santa Marina;509;-23.44437000;-47.47027000
18510;Jardim Santa Lúcia;509;-23.44664000;-47.46650000
18511;Jardim Bonsucesso;509;-23.42703000;-47.46442000
18512;Jardim Sorocaba Park;509;-23.43502000;-47.45763000
18513;Jardim Portal do Itavuvu;509;-23.43960000;-47.48161000
18514;Conjunto Habitacional Herbert de Souza;509;-23.43734000;-47.47736000
18515;Itavuvu;509;-23.52404000;-47.46484000
18516;Jardim J S Carvalho;509;-23.43071000;-47.45584000
18517;Jardim Santa Esmeralda;509;-23.43508000;-47.48233000
18518;Jardim Paulista;509;-23.44165000;-47.48683000
18519;Jardim Residencial Imperatriz;509;-23.50580000;-47.45597000
18520;Jardim Santa Catarina;509;-23.43906000;-47.46594000
18521;Jardim Alpes de Sorocaba;509;-23.42356000;-47.46275000
18522;Jardim Eucalíptos;509;-23.42675000;-47.48114000
18523;Jardim Santa Madre Paulina;509;-23.42027000;-47.47977000
18524;Habiteto - Ana Paula Eleutério;509;-23.42191000;-47.48429000
18525;Jardim Renascer;509;-23.41680000;-47.48939000
18526;Parque Tecnológico de Sorocaba;509;-23.69842000;-46.62190000
18527;Vila Santa Rita;509;-23.48691000;-47.46247000
18528;Vila Santana;509;-23.48996000;-47.45567000
18529;Jardim Leandro Dromani;509;-23.50082490;-46.61558130
18530;Jardim Sorocabano;509;-23.48452000;-47.46407000
18531;Jardim Juliana;509;-23.48489000;-47.46308000
18532;Jardim Santa Rosália;509;-23.48810000;-47.44550000
18533;Jardim Alvorada;509;-23.48329000;-47.46799000
18534;Vila São Bernardo;509;-23.47651000;-47.47079000
18535;Vila Sao Jose;509;-23.47651000;-47.47079000
18536;Vila Netinho;509;-23.48201000;-47.46301000
18537;Jardim Germiniani;509;-23.48023000;-47.45875000
18538;Vila Melges;509;-23.48102000;-47.46092000
18539;Jardim Pereira;509;-23.48136000;-47.46099000
18540;Vila Antao;509;-23.48372000;-47.45456000
18541;Vila Hanickel;509;-23.52822000;-47.46223000
18542;Vila Odim Antão;509;-23.47615000;-47.45528000
18543;Vila Gabriel;509;-23.47447000;-47.44560000
18544;Jardim Maria do Carmo;509;-23.47293000;-47.44496000
18545;Jardim Abaeté;509;-23.47526000;-47.45046000
18546;Jardim das Acácias;509;-23.40680000;-47.37945000
18547;Vila Progresso;509;-23.48305000;-47.44466000
18548;Jardim Saira;509;-23.47980000;-47.43578000
18549;Jardim Boa Esperança;509;-23.49831000;-47.46082000
18550;Matadouro;509;-23.47778000;-47.45296000
18551;Vila Industrial;509;-23.46775000;-47.41942000
18552;Jardim Leocádia;509;-23.47509000;-47.43716000
18553;Jardim Morumbi;509;-23.47418000;-47.43605000
18554;Jardim Iguatemi;509;-23.46686000;-47.43399000
18555;Jardim Isafer;509;-22.79186000;-45.17204000
18556;Jardim São Judas Tadeu;509;-23.46551000;-47.43256000
18557;Retiro São João;509;-23.46137000;-47.44051000
18558;Jardim Dois Corações;509;-23.46383000;-47.43998000
18559;Jardim Constantino Matucci;509;-23.46350000;-47.43714000
18560;Jardim Dois Coracoes Ii;509;-23.46973000;-47.50311000
18561;Chacara Sao Joao;509;-23.46078000;-47.44221000
18562;Jardim Ibiti do Paço;509;-23.45139000;-47.44419000
18563;Novo Distrito Industrial;509;-23.44841000;-47.45913000
18564;Zona Industrial;509;-23.45635000;-47.41419000
18565;Centro Empresarial Sorocaba;509;-23.50580000;-47.45597000
18566;Parque Empresarial das Mangueiras;509;-23.45632000;-47.45474000
18567;Éden;509;-23.39729000;-47.42502000
18568;Jardim das Azaléias;509;-23.42623000;-47.42915000
18569;Parque Ibiti Reserva;509;-23.67419000;-46.49195000
18570;Ibiti Royal Park;509;-23.44479000;-47.45582000
18571;Iporanga;509;-23.43280000;-47.42269000
18572;Jardim Residencial Colinas do Sol;509;-23.46972000;-47.41377000
18573;Jardim Portal da Primavera;509;-23.47039000;-47.48724000
18574;Ronda;509;-23.49532000;-47.41149000
18575;Jardim Panamericano Condominio Empresarial (Área D);509;-23.23101000;-45.90106000
18576;Alto da Boa Vista;509;-23.48110000;-47.39070000
18577;Aparecidinha;509;-23.47763000;-47.41358000
18578;Jardim Residencial Villa Olympia;509;-23.48124000;-47.40378000
18579;Jardim Nova Aparecidinha;509;-23.44675000;-47.36870000
18580;Aparecida;509;-23.44532000;-47.37494000
18581;Jardim Boa Vista;509;-23.48177000;-47.42305000
18582;Jardim Nova Aparecida;509;-23.44115000;-47.36828000
18583;Vila Sao Judas Tadeu;509;-23.45751180;-47.43834940
18584;Jardim Residencial Vicente de Moraes;509;-23.47876000;-47.41229000
18585;Residencial Villazul;509;-23.48276000;-47.41837000
18586;Jardim Residencial Le France;509;-23.50580000;-47.45597000
18587;Jardim Residencial Villa Amato;509;-23.44830000;-47.38065000
18588;Jardim Topázio;509;-23.43876000;-47.36892000
18589;Jardim Residencial Morada das Flores;509;-23.44195000;-47.36677000
18590;Jardim Residencial Vittório Emanuelle;509;-23.50580000;-47.45597000
18591;Jardim Monteiro;509;-23.44092000;-47.36721000
18592;Jardim Residencial Nikkey;509;-23.47889000;-47.49499000
18593;Jardim Portugal;509;-23.47240000;-47.45395000
18594;Vila Candido Ribeiro;509;-23.48836000;-47.45991000
18595;Vila Rosa;509;-23.50167000;-47.42784000
18596;Vila Kan;509;-23.49062000;-47.45846000
18597;Vila Pereira;509;-23.49105000;-47.45594000
18598;Jardim Copaíba;509;-23.41493000;-47.41806000
18599;Jardim Turmalina;509;-23.41252000;-47.41955000
18600;Jardim Itália;509;-23.41406000;-47.42063000
18601;Jardim Eden Ville;509;-23.41992000;-47.40533000
18602;Jardim Jatobá;509;-23.41167000;-47.41535000
18603;Jardim Harmonia;509;-23.41307000;-47.41137000
18604;Jardim das Orquídeas;509;-23.50580000;-47.45597000
18605;Jardim Paraíso;509;-23.42135000;-47.40997000
18606;Jardim Carolina;509;-23.39282000;-47.36989000
18607;Jardim Regente;509;-23.42516000;-47.40971000
18608;Jardim Alegria;509;-23.41043000;-47.40968000
18609;Jardim Primavera;509;-23.41447000;-47.41101000
18610;Jardim Amalia;509;-23.41252000;-47.40673000
18611;Residencial Jardim Nathália;509;-23.45057600;-47.45114990
18612;Jardim Portobello;509;-23.43881000;-47.49431000
18613;Jardim dos Pássaros;509;-23.41822000;-47.43125000
18614;Jardim Dona Tereza;509;-23.53211000;-47.47121000
18615;Terras de Arieta;509;-23.41377000;-47.39243000
18616;Jardim Campos do Conde II;509;-23.50916510;-46.40207260
18617;Jardim Residencial Campos do Conde;509;-23.41237000;-47.39966000
18618;Jardim Vergínia;509;-23.50580000;-47.45597000
18619;Jardim Ametista;509;-23.42059000;-47.41005000
18620;Cajuru do Sul;509;-23.50580000;-47.45597000
18621;Jardim Villa Verona;509;-23.39020000;-47.37321000
18622;Jardim Rubi;509;-23.49390000;-47.47227000
18623;Vila Dálmatas;509;-23.39489000;-47.37623000
18624;Jardim Eliana;509;-23.39037000;-47.37916000
18625;Chácara Três Marias;509;-23.39721000;-47.36603000
18626;Village Cajuru;509;-23.39694000;-47.38240000
18627;Jardim Horizonte;509;-23.39835020;-47.38119520
18628;Vila Borghesi;509;-23.40117940;-47.38292550
18629;Jardim Nilton Torres;509;-23.40368000;-47.37906000
18630;Jardim Residencial dos Reis;509;-23.39614000;-47.37935000
18631;Jardim Terras de São Francisco;509;-23.50580000;-47.45597000
18632;Brigadeiro Tobias;509;-23.50851000;-47.36716000
18633;Jardim Residencial Renascence;509;-22.88141000;-46.96405000
18634;Núcleo Habitacional Tupã II;509;-23.52256000;-47.48328000
18635;Jardim Vila Inglesa;509;-23.50580000;-47.45597000
18636;Inhayba;509;-23.50580000;-47.45597000
18637;Área Rural de Sorocaba;509;-23.50580000;-47.45597000
18638;Centro;510;-23.54356000;-47.45613000
18639;Jardim Icatu;510;-23.54181000;-47.45577000
18640;Jardim Paraíso;510;-23.53947000;-47.45272000
18641;Parque Morumbi;510;-23.53805000;-47.46002000
18642;Parque Bela Vista;510;-23.53997000;-47.46195000
18643;Jardim Karolyne;510;-23.55185000;-47.46981000
18644;Jardim Maria José;510;-23.53955000;-47.46476000
18645;Parque Esplanada;510;-23.54146000;-47.44943000
18646;Protestantes;510;-23.54146000;-47.44943000
18647;Vila Vasques;510;-23.53671000;-47.44187000
18648;Rio Acima;510;-23.53675000;-47.43619000
18649;Jardim Antônio Rodrigues e Rodrigues;510;-23.53419000;-47.44004000
18650;Jardim Archila;510;-23.53074000;-47.43963000
18651;Vila Angelo Vial;510;-23.53302000;-47.44479000
18652;Jardim Toledo;510;-23.52937000;-47.44095000
18653;Vila Mercedes;510;-23.54038000;-47.44395000
18654;Jardim Antônio Cassillo;510;-23.52842000;-47.43516000
18655;Jardim Daniel Antônio;510;-23.52880000;-47.43137000
18656;Jardim Devito;510;-23.52944000;-47.43065000
18657;Jardim Maria Lúcia;510;-23.52992000;-47.43001000
18658;Área Industrial;510;-23.53363000;-47.42398000
18659;Vila Dylze;510;-23.52895000;-47.42859000
18660;Jardim das Colinas;510;-23.52715000;-47.44980000
18661;Jardim São Pedro;510;-23.53348000;-47.42408000
18662;Jardim Ana Claudia;510;-23.53116000;-47.43009000
18663;Vila São José;510;-23.53438000;-47.43462000
18664;Jardim Residencial Chácara Ondina;510;-23.54214000;-47.42966000
18665;Jardim São Luís;510;-23.55117000;-47.45054000
18666;Altos da Fortaleza;510;-23.54432000;-47.46321000
18667;Loteamento Jardim Nova Votorantim;510;-23.55600000;-47.40506000
18668;Jardim Paulista;510;-23.53785000;-47.42802000
18669;Nova Votorantim;510;-23.53940000;-47.41239000
18670;Pro-Morar;510;-23.53988000;-47.40876000
18671;Jardim São Matheus;510;-23.54032000;-47.40774000
18672;Altos de Votorantim;510;-23.56847000;-47.45551000
18673;Morros;510;-23.54038000;-47.44395000
18674;Residencial Votorantim Park I;510;-23.53988000;-47.40876000
18675;Residencial Votorantim Park II;510;-23.55874000;-47.45486000
18676;Vila Dominguinho;510;-23.54038000;-47.44395000
18677;Conjunto Habitacional Votorantim C;510;-23.54432000;-47.46321000
18678;Conjunto Habitacional Augustinho Kriguer;510;-23.54038000;-47.44395000
18679;Barra Funda;510;-23.54575000;-47.43662000
18680;Colina Santa Mônica;510;-23.54608000;-47.43313000
18681;Jardim Araújo;510;-23.54189000;-47.42933000
18682;Carafá;510;-23.54452000;-47.45101000
18683;Vila José Ramos;510;-23.54247650;-47.43155510
18684;Vila Irineu;510;-23.54303000;-47.42584000
18685;Residencial Serra Dourada;510;-23.56649000;-47.45493000
18686;Fornazari;510;-23.54797000;-47.42800000
18687;Vale do Sol;510;-23.55135000;-47.42345000
18688;Jardim Santo Antônio I;510;-23.58237000;-47.47016000
18689;Jardim Santo Antônio II;510;-23.55264000;-47.43630000
18690;Chave;510;-23.54038000;-47.44395000
18691;Vila Amorim;510;-23.55485000;-47.44395000
18692;Capoavinha;510;-23.15618000;-45.90887000
18693;Vila Votocel;510;-23.55287260;-47.44286280
18694;Vila Guilherme;510;-23.55744000;-47.45331000
18695;Vila Aldo Damini;510;-23.55824890;-47.44978200
18696;Residencial Giardino Di Veneto;510;-23.54179000;-47.48820000
18697;Jardim Bandeirantes;510;-23.55988000;-47.44988000
18698;Jardim Simone;510;-23.55852000;-47.45320000
18699;Jardim Palmira;510;-23.55874000;-47.45486000
18700;Vila Santo Antônio;510;-23.54038000;-47.44395000
18701;Jardim Simoni;510;-23.55891000;-47.45297000
18702;Vila Rodrigues;510;-23.56284000;-47.45015000
18703;Jardim Serrano;510;-23.56271000;-47.45474000
18704;Bosque São Francisco;510;-23.53555000;-47.43197000
18705;Jardim União;510;-23.52574000;-47.44125000
18706;Parque São João;510;-23.57131000;-47.45515000
18707;Vossoroca;510;-23.54755000;-47.45524000
18708;Vila Domingues;510;-23.55069000;-47.46049000
18709;Residencial Vasques Martins;510;-23.55379000;-47.45468000
18710;Jardim Mirante dos Ovnis;510;-23.55076000;-47.45248000
18711;Jardim Monte Sião;510;-23.55300000;-47.45641000
18712;Jardim Clarice I;510;-23.55053000;-47.46293000
18713;Itapeva;510;-23.56053000;-47.46315000
18714;Jardim Sarkis Abibe;510;-23.54038000;-47.44395000
18715;Loteamento Aldeia da Mata;510;-23.65689400;-46.55297210
18716;Parque Santos Dumont;510;-23.55992000;-47.45931000
18717;Conjunto Habitacional Jardim Serrano;510;-23.56389000;-47.45717000
18718;Vila Gali;510;-23.56605000;-47.45520000
18719;Parque Jataí;510;-23.54038000;-47.44395000
18720;Jardim Bertioga;510;-23.56625920;-47.45249980
18721;Vila Pedroso;510;-23.57435000;-47.46497000
18722;Vila Pardini;510;-23.57419000;-47.46306000
18723;Real Parque II;510;-23.57583600;-47.46968260
18724;Real Parque IV;510;-23.62930000;-46.51335000
18725;Residencial Cristal;510;-23.57847000;-47.46597000
18726;Real Parque;510;-23.57610000;-47.46674000
18727;Jardim São Lucas;510;-23.58044000;-47.46942000
18728;Jardim Europa;510;-23.58182860;-47.46166150
18729;Vila Helena;510;-23.19823000;-46.78110000
18730;Santa Helena;510;-23.59213000;-47.43647000
18731;Villa Toscana;510;-23.54038000;-47.44395000
18732;Alphaville Nova Esplanada;510;-23.54038000;-47.44395000
18733;Alphaville Nova Esplanada 3;510;-20.75597000;-48.91493000
18734;Loteamento Residencial Villágio Di Capri;510;-23.30371000;-46.01948000
18735;Jardim Novo Mundo;510;-23.57663000;-47.46337000
18736;Chácaras Residenciais Santa Maria;510;-23.54860000;-47.48122000
18737;Conjunto Habitacional Santa Maria;510;-23.47967000;-47.48420000
18738;Jardim Tatiana;510;-23.53975000;-47.49102000
18739;Jardim Primavera;510;-23.52810000;-47.43870000
18740;Parque Santa Márcia;510;-23.56645000;-47.46104000
18741;Green Valley;510;-23.55857000;-47.49148000
18742;Condomínio Residencial Flores;510;-23.48915000;-47.41087000
18743;Chácaras Leão;510;-23.54914000;-47.49062000
18744;Cyrela Landscape Esplanada;510;-23.54038000;-47.44395000
18745;Área Rural de Votorantim;510;-23.54038000;-47.44395000
18746;Residencial Porta do Sol;511;-23.41895000;-47.21974000
18747;Centro;511;-23.54701000;-47.18314000
18748;Dona Catarina;511;-23.63104000;-47.22104000
18749;Santa Luzia;512;-23.53077000;-47.25437000
18750;Jardim Meny;513;-23.53852000;-47.13565000
18751;Centro;513;-23.53223000;-47.13295000
18752;Vila Marques;513;-23.53594000;-47.13900000
18753;Vila Aguiar;513;-23.53273000;-47.12933000
18754;Vila Santa Rita;513;-23.53021000;-47.12692000
18755;Capuava;513;-23.51476000;-47.13303000
18756;Esplanada Mendes Moraes;513;-23.52809000;-47.12346000
18757;Estação;513;-23.53491000;-47.14029000
18758;Jardim Esther;513;-23.53099000;-47.14229000
18759;Vila Nova São Roque;513;-21.26831000;-48.33439000
18760;Jardim Quinta dos Teixeiras;513;-23.52890000;-47.15682000
18761;Jardim Marieta;513;-23.52719000;-47.15798000
18762;Vila São Rafael;513;-23.53208000;-47.15059000
18763;Jardim Nova Brasília;513;-21.66278000;-49.75779000
18764;Jardim Brasília;513;-23.54125000;-47.03111000
18765;Marmeleiro;513;-23.53136000;-47.13577000
18766;Vila Irene;513;-23.52384000;-47.13747000
18767;Jardim Carambeí;513;-23.52143000;-47.14062000
18768;Vila Nossa Senhora Aparecida;513;-23.52229000;-47.14029000
18769;Jardim Boa Vista;513;-23.51904000;-47.14403000
18770;Jardim Guaçu;513;-22.58388000;-47.38897000
18771;Jardim Guacu I;513;-23.45373000;-47.11889000
18772;Loteamento Villa Di Roma;513;-23.53136000;-47.13577000
18773;Jardim Guacu Ii;513;-23.53272000;-47.15709000
18774;Parque Varanguera;513;-23.55742000;-47.09411000
18775;Vila São Domingos;513;-23.53241110;-47.13205190
18776;Guaçu;513;-21.27245000;-48.33179000
18777;Saboó;513;-21.79926000;-50.88527000
18778;Recanto das Acácias;513;-23.71332000;-45.43729000
18779;Mombaça;513;-23.56053000;-47.11882000
18780;Dona Catarina;513;-23.42269000;-47.15883000
18781;Jardim Flórida;513;-23.51966000;-47.13413000
18782;Jardim Brasil;513;-23.51912000;-47.13035000
18783;Jardim São José;513;-23.51672430;-47.13224920
18784;Vila Santo Antônio;513;-23.51184000;-47.12706000
18785;Jardim Maria Trindade;513;-23.53136000;-47.13577000
18786;Bairro do Cambará;513;-23.53136000;-47.13577000
18787;Vila Guilhermina;513;-23.53136000;-47.13577000
18788;Butantã;513;-22.99355000;-45.57605000
18789;Planalto Verde;513;-23.53136000;-47.13577000
18790;Loteamento Parque Taxaquara;513;-23.50855000;-47.10610000
18791;Loteamento Chácaras Primavera;513;-23.53136000;-47.13577000
18792;Parque 9 de Julho;513;-23.52597000;-47.12914000
18793;Jardim das Flores;513;-23.52497000;-47.12834000
18794;Jardim Finatti;513;-23.55755000;-47.09499000
18795;Jardim Bela Vista;513;-23.52101000;-47.12945000
18796;Jardim Bandeirantes;513;-23.52267000;-47.13263000
18797;Jardim Tanzi;513;-23.52694000;-47.13541000
18798;Jardim Rene;513;-23.53812000;-47.12668000
18799;Vila Mike;513;-23.54695000;-47.13072000
18800;Taboão;513;-23.23698000;-46.84399000
18801;Jardim Villaça;513;-23.54682000;-47.11951000
18802;Jardim Mosteiro;513;-23.53136000;-47.13577000
18803;Parque Primavera;513;-23.53136000;-47.13577000
18804;Gabriel Piza;513;-23.43450000;-46.58027000
18805;Jardim Santa Maria;513;-23.56120000;-47.12398000
18806;Vinhas João Paulo II;513;-23.53272000;-47.15709000
18807;Vila Junqueira;513;-23.53812000;-47.13115000
18808;Vila Santa Isabel;513;-23.54004000;-47.13890000
18809;Vila Santa Rosália;513;-23.54684000;-47.13165000
18810;Loteamento Village Emília;513;-23.60397000;-47.16367000
18811;Vila Borghesi;513;-23.54653700;-47.12931170
18812;Vila Amaral;513;-23.54948000;-47.13372000
18813;Parque Aliança;513;-23.55297000;-47.13840000
18814;Jardim Conceição;513;-23.36211000;-48.17968000
18815;Paisagem Colonial;513;-23.55984000;-47.14807000
18816;Jardim Rancharia;513;-23.55879000;-47.16055000
18817;Jardim Suíça Paulista;513;-23.53136000;-47.13577000
18818;Vinhedos;513;-23.55077000;-46.50483000
18819;Parque Recreio Mirante;513;-23.77558000;-45.64394000
18820;Vinhedos II;513;-23.53136000;-47.13577000
18821;Vinhedos III;513;-23.53136000;-47.13577000
18822;Centro (São João Novo);513;-23.53873000;-47.13290000
